id,Title,Content,Date,Permalink,Categories,"Image URL","Author Username"
82,"HP rejects Xerox's offer, open to new bids to buy Xerox","<span style=""font-weight: 400;"">HP Inc said in a statement on Sunday that the company has been significantly undervalued in the acquisition offer presented by Xerox Corp for $33.5 billion cash and stock. The personal computer maker rejected the bid from the printer maker and said it is open to new bids to buy Xerox. </span>

<span style=""font-weight: 400;"">Xerox had put forward an offer for acquiring HP on November 5. This came after the printer maker got over with an ongoing dispute between the company and Fujifilm Holdings Corp, its joint venture partner. </span>

<span style=""font-weight: 400;"">Xerox said earlier this month that it would sell its stake in the joint venture with Fujifilm worth $2.3 billion.</span>

<span style=""font-weight: 400;"">The personal computer makers said in response to the offer that the resulting acquisition would lead to a lot of debt which was not in line with the interests of its shareholders. </span>

<span style=""font-weight: 400;"">After rebuffing the deal offered by Xerox, HP said that it is open to new deals that would allow it to acquire the printer maker. This comes as the company identifies the benefits of the acquisition. </span>

<span style=""font-weight: 400;"">Xerox CEO John Visentin wrote in the offer letter to HP that the company is ready to quickly finalize their due diligence. This has also put pressure on Xerox to allow HP access to its books. </span>

<span style=""font-weight: 400;"">The rejected offer from Xerox involved shareholders receiving $22 per share in which $17 would be in cash and the remaining as 0.137 Xerox shares for is HP share. If the offer was accepted, shareholders of the personal computer maker would have ownership of 48 percent of the combined company. </span>

<span style=""font-weight: 400;"">According to many analysts, the merger would result in merits for both companies as the printing market around the world is becoming stagnant. However, there were some concerns about the different offerings and pricing models of the companies which may result in some challenges in integration.</span>",2019-11-18,https://www.theresearchprocess.com/2019/11/18/hp-rejects-xeroxs-offer-open-to-new-bids-to-buy-xerox/,"Business News|Finance News|General News",https://www.theresearchprocess.com/wp-content/uploads/2019/11/hp-and-xerox.jpg,sharp-elbakyan
85,"Asian stocks movement mixed as investors wait for clearer news on US-China trade deal","<span style=""font-weight: 400;"">There were mixed movements in the Asian stock market on Tuesday as investors wait for clearer news on the trade talks between the United States and China, pulling down their motivation to trade.</span>

<span style=""font-weight: 400;"">MSCI’s index of Asia-Pacific region outside excluding Japan rose by 0.2 percent. This came after there were increased hopes for stimulus in China.</span>

<span style=""font-weight: 400;"">On the other hand, Japan’s Nikkei dropped 0.2 percent along with South Korea’s Kospi 200 which also shed 0.3 percent.</span>

<span style=""font-weight: 400;"">Vishnu Varathan from Mizuho Bank’s Asia Treasury Department said that the stock markets are subdued for the day. He added that investors are paying greater attention to the trade talks between the two largest economies in the world aimed at resolving the trade war which had stunted global growth.</span>

<span style=""font-weight: 400;"">Varathan also said that there might still be doubts on whether the phase one deal the two nations are working on would actually be closed.</span>

<span style=""font-weight: 400;"">CNBC reported that Beijing was rather negative about the possibility of settling on an agreement in the first phase of the trade talks.</span>

<span style=""font-weight: 400;"">The Trump Administration has provided an extension of the license for Huawei to trade with American companies for another 90 days.</span>

<span style=""font-weight: 400;"">Not much detailed information is available about the prospective trade deal between the two nations. Moreover, this week’s low trading volume suggested that hopes for a resolution of the trade war are fading away.</span>

<span style=""font-weight: 400;"">Michael McCarthy from CMC Markets said that they are still waiting for a development on the trade negotiations. He added that as time goes on like this, concerns around the globe will continue to rise.</span>

<span style=""font-weight: 400;"">The United States has another round of tariffs on Chinese imports to the country currently on schedule on December 15 this year. </span>

<span style=""font-weight: 400;"">US stocks always remained flat as there was not much motivation to trade amidst the lack of clarity. </span>",2019-11-19,https://www.theresearchprocess.com/2019/11/19/asian-stocks-movement-mixed-as-investors-wait-for-clearer-news-on-us-china-trade-deal/,"Business News|Finance News|General News",https://www.theresearchprocess.com/wp-content/uploads/2019/11/asian-stock-market.jpg,sharp-elbakyan
89,"Alibaba registers largest share sale in Hong Kong in nine years worth $12.9 billion","<span style=""font-weight: 400;"">Chinese e-commerce giant Alibaba Group registered the largest share sale in the city of Hong Kong in nine years worth $12.9 billion. The listing was the largest in a cross-border secondary share sale in the world. </span>

<span style=""font-weight: 400;"">The listing is expected to boost the Hong Kong economy which has been facing over five-months of anti-government protests from its citizens which have also turned violent on many occasions. Recently, the economy dropped in its first recession in a decade.</span>

<span style=""font-weight: 400;"">The Chinese company said in a statement that the share price for sale in Hong Kong was HK$176 per share. This was 2.9 percent lower than the closing price in New York. </span>

<span style=""font-weight: 400;"">According to the share price, the listing is expected to raise upwards of HK$88 billion. This figure has also caught attention as the number 8 stands for good fortune and prosperity in the culture of China.</span>

<span style=""font-weight: 400;"">The total amount raised from the share sale is expected to touch $12.9 billion after an over-allotment option is used.</span>

<span style=""font-weight: 400;"">Analysts said that the discount of 2.9 percent in the Hong Kong listing was actually 3.7 percent if the closing price one day ahead of the deal, that is November 12, is taken.</span>

<span style=""font-weight: 400;"">This comes at a time when other companies are also joining the share sale rush towards the end of this year. Aramco, Saudi Arabia’s state oil giant, is also looking forward to its listing which may also surpass Alibaba’s $25 billion float in 2014 after the oil company increased its Initial public offering price.</span>

<span style=""font-weight: 400;"">Aramco has its share price at the upper end of the price range and can raise up to $25.6 billion. A successful share sale would value the company at $1.7 trillion. </span>",2019-11-20,https://www.theresearchprocess.com/2019/11/20/alibaba-registers-largest-share-sale-in-hong-kong-in-nine-years-worth-12-9-billion/,"Finance News|General News",https://www.theresearchprocess.com/wp-content/uploads/2019/11/alibaba-share-sale.jpg,sharp-elbakyan
92,"Macy’s reduces full-year forecasted figures after gloomy quarter","<span style=""font-weight: 400;"">Macy’s Inc said in a statement on Thursday that it has reduced its full-year forecasted profit as the company faced low international tourism and declining mall traffic. This resulted in a drop in same-store sales for the first time in two years at the department store operator.</span>

<span style=""font-weight: 400;"">The company has cut down its forecasted profit for the year for the second time this year.</span>

<span style=""font-weight: 400;"">After the announcement was made, shares of the company slipped 4 percent. Macy’s is the second major department store which has slashed its profit forecast this year. Kohl’s Corp has also done the same this year just before the holiday sales season.</span>

<span style=""font-weight: 400;"">Apparel retailers and department stores are suffering because of more customers shifting to Target Corp, Walmart Inc and other big-box retailers. Besides that, Amazon.com Inc is also proving to be a tough rival for such companies. </span>

<span style=""font-weight: 400;"">Target Corp increased full-year earnings forecast on Wednesday after reporting strong sales figures.</span>

<span style=""font-weight: 400;"">Sales at licensed stores of Macy’s dropped 3.5 percent during the third quarter of the year. This comes partly because of a longer warm season which took a toll on demand for winter products. The drop in sales was higher than analysts’ expectations of 1 percent.</span>

<span style=""font-weight: 400;"">One of the reasons Macy’s experienced lower demand was because of weak international tourism. Besides that, the company’s website was also having some issues due to “preparation for the last quarter of the year”.</span>

<span style=""font-weight: 400;"">Chief executive officer of the company, Jeff Gennette, said that investors are not required to worry about the store’s performance in the holiday season as its preparations are on track.</span>

<span style=""font-weight: 400;"">Retail Metrics, a research firm, said that the store is expected to face strong competition during the holiday quarter which could prove to be hard on the company. This is because it has been using discounts to increase customer footfall in stores. </span>",2019-11-21,https://www.theresearchprocess.com/2019/11/21/macys-reduces-full-year-forecasted-figures-after-gloomy-quarter/,"Business News|Finance News|General News",https://www.theresearchprocess.com/wp-content/uploads/2019/11/macys-1.jpg|https://www.theresearchprocess.com/wp-content/uploads/2019/11/macys.jpg,sharp-elbakyan
96,"Chinese President says willing to work out Phase One trade deal","<span style=""font-weight: 400;"">Chinese President Xi Jinping said in a statement on Friday that the country is willing to work out the Phase One trade deal, initiated to put an end to the trade war, with the United States. However, he also said that Beijing is not afraid to take retaliatory measures if required.</span>

<span style=""font-weight: 400;"">Economists have repeatedly warned that the lengthening of the trade war, which has been going on for more than a year now, will have an increasingly detrimental impact on the global economy by affecting investment, business confidence and supply chains.</span>

<span style=""font-weight: 400;"">Xi Jinping told representatives of an international forum that the country wants to work out the initial trade pact with the US, based on equality and mutual respect. He added that the trade war was not initiated by his country and that the country has been working to prevent further trade wars.</span>

<span style=""font-weight: 400;"">Financial markets around the globe dropped earlier this week as fresh doubts were raised about the prospects of the trade talks between the two largest economies in the world. This comes at a time when the US President is expected to sign two bills that support protestors in Hong Kong, a city that is ruled by China.</span>

<span style=""font-weight: 400;"">Trade experts believe that the conclusion of the Phase One trade deal between the two nations may be pushed to next year as China demands rollback of tariffs that were imposed during the trade war. On the other hand, the US Administration has its own set of demands from China as compensation for the removal of tariffs of Chinese imports to the country.</span>

<span style=""font-weight: 400;"">Primavera Capital Group’s founder, Fred Hu, said that the more the talks are pushed ahead, the more things will be affected. He added the protests in Hong Kong may also come in the crossfire of the trade talks between the two sides.</span>",2019-11-22,https://www.theresearchprocess.com/2019/11/22/chinese-president-says-willing-to-work-out-phase-one-trade-deal/,"Business News|General News",https://www.theresearchprocess.com/wp-content/uploads/2019/11/Xi-Jinping-and-trump.jpg,sharp-elbakyan
99,"Softbank along with Constellation Asset Management and Gavea Investimentos invest $140 million in Brazil e-commerce start-up ","<span style=""font-weight: 400;"">Softbank, a Japanese investment company founded by billionaire Masayoshi Son, earlier today has reported its investment of $138 million in VTEX, a Latin American e-commerce software provider.</span>

<span style=""font-weight: 400;"">According to the reports published, Softbank would be the lead investor along with Constellation Asset Management and Gavea Investimentos. </span>

<span style=""font-weight: 400;"">VTEX provides supports for e-commerce related issues for clients like  Motorola, Electrolux, and Boticario, a cosmetic brand. </span>

<span style=""font-weight: 400;"">Geraldo Thomaz, the founder, and CEO of the company, earlier today, stated that the company would use the investment for its research and development. He also added that the company is developing a new artificial intelligence software for its e-commerce clients.</span>

<span style=""font-weight: 400;"">The Japanese investment company has dedicated $5 billion from its vision fund to Latin American startups from Mexico to Brazil to Argentina. </span>

<span style=""font-weight: 400;"">Earlier this week, Softbank received $12 billion from Alibaba stake sale in Hong Kong.</span>

<span style=""font-weight: 400;"">In 2014, Riverwood capital invested in VTEX and continues to be a shareholder in the company along with Softbank, Constellation Asset Management and Gavea Investimentos.</span>",2019-11-23,https://www.theresearchprocess.com/2019/11/23/softbank-along-with-constellation-asset-management-and-gavea-investimentos-invest-140-million-in-brazil-e-commerce-start-up/,"Finance News|General News|Technology News",https://www.theresearchprocess.com/wp-content/uploads/2019/11/softbank-latin-america.jpg,sharp-elbakyan
104,"Turbine installation completed at Taiwan’s Formosa 1 offshore wind farm","Renewable energy sources have evolved as one of the best alternative sources of energy and have gained importance and recognition on a global scale. As Taiwan imports <a href=""https://www.researchgate.net/publication/309160880_A_review_of_renewable_energies_in_Taiwan"" target=""_blank"" rel=""noopener noreferrer"">over 97%</a> of its energy supply from foreign countries, developing an independent renewable energy is a priority for the developing nation. To fulfil this vision, Taiwan has actively initiated new wind and solar projects.

A development was recently made this sector when installation at Taiwan’s first offshore commercial wind farm, the 128MW Formosa 1 project, was announced to be completed; effectively setting a benchmark for the Asian renewable energy sector.

Tsai Chao-yang, Chairman of Swancor Holding, said that the installation of 20 SGRE (Siemens Gamesa Renewable Energy) 6MW turbines in the waters off Miaoli County marks the first offshore wind project in Asia outside of China.

Taiwan’s Minister of Economic Affairs, Shen Jong-chin, has prior claimed that the Formosa 1 wind farm would become fully operational till the end of this year, after it acquires its electricity generation license.

Three years ago, Swancor Holding completed the 1st phase of Formosa 1 by installing two 4MW turbines, becoming a pioneer in offshore wind energy in the island. The government of Taiwan aims to install 5.7GW offshore wind by 2025 and is planning to spur another 5GW by late 2020s.

As per reports, Swancor is prepared to retreat from the sector following this projects completion. In July, the company has announced that it would <a href=""https://www.rechargenews.com/wind/1831151/pioneering-taiwanese-offshore-developer-sold-to-us-investment-firm"" target=""_blank"" rel=""noopener noreferrer"">sell 95%</a> of its Swancor Renewable Energy (SRE) arm, which is the co-owner and co-developer of Formosa 1 and Formosa 2 project, to Stonepeak Infrastructure Partners.

According to Tsai, Stonepeak transaction would complete shortly and Formosa 2 will be the next priority of the Stonepeak-led SRE, with critical tasks consisting of finance and completion agreement with local fishery association.

For the record, the Formosa 2 project is planned to commence construction next year and come online by 2021.

Source Credit - <a href=""https://www.rechargenews.com/wind/1861345/taiwans-formosa-1-completed-on-big-day-for-asian-offshore-wind"" target=""_blank"" rel=""noopener noreferrer"">https://www.rechargenews.com/wind/1861345/taiwans-formosa-1-completed-on-big-day-for-asian-offshore-wind</a>",2020-02-03,https://www.theresearchprocess.com/2020/02/03/turbine-installation-completed-at-taiwans-formosa-1-offshore-wind-farm/,"Finance News",,sharp-elbakyan
107,"Amazon to open fulfillment center and create 1000 new jobs in Memphis","Amazon, the renowned tech giant and e-commerce company, has reportedly announced the opening of a new fulfillment center in Memphis, Tennessee. The company would also be creating 1,000 new jobs in the city under this initiative.

The company plans to invest $200 million at the facility located near New Allen and Hawkins Mill roads. This is the first facility in Tennessee to utilize iAmazon Robotics technology in order to pick, pack and transport small products like electronics and books.

This is the sixth fulfillment center of Amazon in West Tennessee and spans across approximately 855,000-square-foot of land in the region. Amazon presently has fulfillment centers outside Murfreesboro, Chattanooga, Charleston, Nashville, and Lebanon. These facilities employ over 6,500 Tennessee residents.

Amazon has invested over $6.5 billion in Tennessee since 2010.

Governor of Tennessee, Bill Lee stated that it is a proud moment to see Amazon making this important investment in Memphis and further expand the employment opportunities for West Tennessee’s residents.

Jim Strickland, Mayor of Memphis stated that the office is thrilled that tech giant Amazon continues to see the potential in Shelby County as the company extends its Mid-south footprint.

Mayor of Shelby County, Lee Harris stated that this new project would create new jobs, bring new life and new developments to a readily powerful Frayser community.

Along with its fulfillment centers, the company also operates a Prime Now Hub at Nashville and several other facilities that would support last-mile delivery operations around the state. The company is also currently is in the middle of constructing a $230 million Operations Center of Excellence at downtown Nashville.

This center would house the technology as well as management functions for the company’s Retail Operations department and further add new 5,000 jobs in one biggest job commitment made by the tech giant in Tennessee history.
Source credit: <a href=""https://www.timesfreepress.com/news/business/aroundregion/story/2020/jan/27/amazon-add-another-fulfillment-center-tennessee-add-1000-jobs/514112/"" target=""_blank"" rel=""noopener noreferrer"">https://www.timesfreepress.com/news/business/aroundregion/story/2020/jan/27/amazon-add-another-fulfillment-center-tennessee-add-1000-jobs/514112/</a>",2020-02-11,https://www.theresearchprocess.com/2020/02/11/amazon-to-open-fulfillment-center-and-create-1000-new-jobs-in-memphis/,"Business News",,sharp-elbakyan
109,"Moderna enrolls its first patient in Phase 1/2 trial for mRNA-3704","Moderna, a US-based biopharmaceutical company, reportedly announced that the first patient in its Phase 1/2 trial has been enrolled to help evaluate the tolerability and safety of intensifying doses of mRNA-3704 given via intravenous infusion for patients suffering from isolated MMA (methylmalonic acidemia) due to MUT deficiency. This is the company’s first rare disease program to start clinical study enrollment.

The enrolled patient has entered in an observational period before the treatment, which evaluates the baseline disease of the patient before initiating the therapy period. The LNP (lipid nanoparticle) formulation utilized for mRNA-3704 is also used in mRNA-1944 (the company’s chikungunya antibody program), which recently showed positive interim Phase 1 outcomes.

The Phase 1/2 open-label trial is created to assess the tolerability and safety of approximately four scaling dose levels of mRNA-3704 given via intravenous infusion among patients one year or older with isolated MMA caused due to hMUT (methylmalonyl-CoA mutase) deficiency with increased plasma methylmalonic acid, a key metabolite which accumulates in disorder.

Chief Medical Officer, Moderna, Tal Zaks, M.D., Ph.D., stated that this trial would provide vital information about the capability of mRNA approach for replacement of the deficient enzyme in patients suffering from MMA, which presently has no authorized medical treatment or investigational medicines that can address the underlying cause.

Zaks further added that as the first of the company’s rare disease programs to start clinical trial enrollment, the company looks forward to hearing from the enrolled patients and families in the company’s clinical study as it investigates and advances an mRNA platform that might help treat this challenging condition.

The U.S. FDA (Food and Drug Administration) has granted mRNA-3704 with Orphan Drug, Fast Track, and Rare Pediatric Disease designation. mRNA-3704 has also received orphan designation by the EMA (European Medicines Agency). Moderna is presently planning to start its several sites outside the United States and thus far got MHRA (Medicines and Healthcare products Regulatory Agency) approval in U.K.

&nbsp;

Source credit: <a href=""https://investors.modernatx.com/news-releases/news-release-details/moderna-announces-first-patient-enrolled-phase-12-study-mrna"">https://investors.modernatx.com/news-releases/news-release-details/moderna-announces-first-patient-enrolled-phase-12-study-mrna</a>",2020-02-11,https://www.theresearchprocess.com/2020/02/11/moderna-enrolls-its-first-patient-in-phase-1-2-trial-for-mrna-3704/,"General News",https://www.theresearchprocess.com/wp-content/uploads/2020/02/moderna-enrolls-its-first-patient-in-phase-1-2-trial-for-mrna-3704.png,sharp-elbakyan
118,"AGM Group and Beijing Hieason ink MOU on smart commercial advertising","<ul>
 	<li><strong>The agreement will create strategic cooperation in smart industrial advertisement screens</strong></li>
 	<li><strong>Beijing AnGaoMeng Expertise Service is AGM’s indirectly wholly owned subsidiary</strong></li>
</ul>
AGM Group Holdings Inc., a software company that specializes in fintech software program by both buying &amp; selling web site services, as well as ERP software program, has reportedly announced that Beijing AnGaoMeng Expertise Service, it’s indirectly wholly owned business, has inked a Non-binding Memorandum of Understanding with Beijing Hieason Expertise Co., Ltd in order to create strategic cooperation on smart commercial advertising service.

Apparently, both the parties have been aiming to turn into excellent industrial promoting service firms in China within the span of three years through the strategic cooperation.

Under the terms of the Memorandum of Understanding, Beijing Hieason has agreed to switch its intangible belongings and intellectual property rights in association with the smart screens to Anxun Union which happens to be a new or an already existing company that will be designated by the parties. AGM Beijing aims to buy the equity interest in Anxun Union in cash and by issuing Class A ordinary shares of AGM Holdings.

According to reliable sources, the Non-binding MOU does not make it an obligation for both parties to complete the transactions. The proposed transactions are considered to be a definitive settlement that must be negotiated between both parties, with the approval of the Board of Administrators of the company, conditioned upon with authorized legal and financial due intelligence, besides various customary closing conditions.

Seemingly, the companies have given absolutely no assurance regarding the conclusion of the transaction.

For the record, Beijing Hieason was established on May 30, 2014, as a high tech enterprise. The business products, as well as its applied sciences and technologies support growth and analysis of artificial intelligence computing recognition tech algorithms along with optical imaging tech, 5G data software and AR/VR. The products of this company are widely used in a number of various industries and governments.

Source Credit- <a href=""https://www.prnewswire.com/news-releases/agm-group-holdings-inc-signs-non-binding-mou-with-beijing-hieason-technology-co-ltd-to-establish-strategic-cooperation-in-smart-commercial-advertising-screens-301003346.html"">https://www.prnewswire.com/news-releases/agm-group-holdings-inc-signs-non-binding-mou-with-beijing-hieason-technology-co-ltd-to-establish-strategic-cooperation-in-smart-commercial-advertising-screens-301003346.html</a>",2020-02-12,https://www.theresearchprocess.com/2020/02/12/agm-group-and-beijing-hieason-ink-mou-on-smart-commercial-advertising/,"Technology News",https://www.theresearchprocess.com/wp-content/uploads/2020/02/agm-group-and-beijing-hieason-ink-mou-on-smart-commercial-advertising-1.jpg|https://www.theresearchprocess.com/wp-content/uploads/2020/02/agm-group-and-beijing-hieason-ink-mou-on-smart-commercial-advertising.jpg,OmkarPatwardhan
123,"M1 Limited to deploy cloud billing platform offered by Aria Systems","<ul>
 	<li><strong>Cloud billing services will be provided by Aria on both fixed line and mobile networks to M1’s customers</strong></li>
 	<li><strong>Aria to primarily focus on supporting the efforts of M1 to enhance its consumer market base</strong></li>
</ul>
Prominent American software company – Aria Systems has reportedly announced that Singapore based telecom giant M1 Limited is adopting Aria’s billing and monetization platform with an aim to boost the company’s cloud-first digital transformation approach.

Reportedly, Aria Systems will offer cloud billing services on fixed-line and mobile platforms to M1’s consumers, wholesale and business customers as the provider is shifting to strengthen plan offerings in order to provide simple network solutions and improve the overall customer experience.

For the record, M1 Limited is a subsidiary of Keppel Corporation which is one of the most dynamic communication companies headquartered in Singapore. The firm offers mobile and fixed communication network services to more than two million customers across the globe.

M1 is set on a digital transformation drive to improve the overall customer experience and introduce digitization to its business, the firm required a cloud-enabled billing network that would facilitate quick response to the constantly changing trends in consumer mobile market and accordingly launch services.

Apparently, the cloud-based billing and monetization program is capable of providing high-end services along with supporting the management of advanced billing systems and offering billing at scale and user ratings.

According to Nathan Bell, Chief Digital Officer at M1 Limited, the cloud billing platform solution developed with the help of Aria’s experience will provide greater levels of flexibility and scalability to personalize the billing systems, giving M1 a chance to improve their digital network and provide a reliable and advanced experience to the customers.

The cloud-based monetization network by Aria Systems is top-ranked by many prominent research firms. Leading companies like Audi, Allstate, Adobe, Telstra and Comcast rely on Aria to accelerate time to market and enhance flexibility, allowing them to expand their customer value and maximize recurring revenue with the help of subscription-and usage led offerings.

<strong>Source Credits:</strong> <a href=""https://finance.yahoo.com/news/singapore-leading-communications-provider-m1-010000615.html"">https://finance.yahoo.com/news/singapore-leading-communications-provider-m1-010000615.html</a>",2020-02-12,https://www.theresearchprocess.com/2020/02/12/m1-limited-to-deploy-cloud-billing-platform-offered-by-aria-systems/,"Business News",https://www.theresearchprocess.com/wp-content/uploads/2020/02/m1-limited-to-deploy-cloud-billing-platform-offered-by-aria-systems.jpg,OmkarPatwardhan
132,"Tesla seeks regulatory approval to make long-range Model 3s in China","Tesla, the renowned US-based automotive and clean energy company, is reportedly seeking approval from the Chinese government to launch a new Model 3 variant made in China, according to a government document.

Credible sources cite, this new Model 3 variant would have a greater driving range. Like the existing Model 3 that is made in China, which boasts of a standard range of over 400 kilometers, the new variant would also be a rear-wheel-drive vehicle.

The new China-made Model 3 Long Range RWD is another version of Model 3 which was previously discontinued in the United States. The company has already manufactured more than 2,000 cars this year.

Tesla offered the Model 3 vehicle along with a Long Range battery pack and RWD (rear-wheel-drive) configuration when it first launched the Model 3 car.

However, this model was discontinued later as the company began to offer the Long Range battery together with a dual-motor AWD (all-wheel-drive) drivetrain.

Tesla, which began delivering its cars from December 2019 from the its $2 billion Tesla Shanghai factory, also sells imported Model 3s with a longer-range and an all-wheel drive across China.

The EV maker began manufacturing from its Shanghai factory on Monday following the end of an extended government holiday which was put in place owing to the coronavirus outbreak in the country.

The shares of the company surged by 9% after the reopening of the Shanghai factory.

Speaking of the factory closure due to coronavirus outbreak, Xu Wei, Shanghai municipal government spokesman stated that considering the practical problems major vehicle manufacturing companies have faced during the resuming of their production activities, the government would take efforts to help automakers restart their manufacturing activities as soon as possible.

It was expected that the Tesla Shanghai factory closure would delay some Model 3 deliveries. However, this shutdown is not expected to make a significant impact on the automobile manufacturer’s Q1 financial results, given that the new Shanghai factory has yet to establish itself as a major revenue contributor.

&nbsp;

Source credit: <a href=""https://finance.yahoo.com/news/tesla-seeks-approval-build-longer-041034629.html"">https://finance.yahoo.com/news/tesla-seeks-approval-build-longer-041034629.html</a>",2020-02-13,https://www.theresearchprocess.com/2020/02/13/tesla-seeks-regulatory-approval-to-make-long-range-model-3s-in-china/,"Automobile News",https://www.theresearchprocess.com/wp-content/uploads/2020/02/tesla-seeks-regulatory-approval-to-make-long-range-model-3s-in-china.jpg,OmkarPatwardhan
135,"Hyundai ties up with Canoo for future EV platform development","<ul>
 	<li><strong>Automobile giant has announced partnership with US based electric vehicle startup Canoo to develop an EV platform for its upcoming car models.</strong></li>
 	<li><strong>This partnership is expected to increase auto giant’s investment in next gen vehicle technologies.</strong></li>
 	<li><strong>Hyundai to invest more than USD 87 billion for enhancing its presence in future mobility market.</strong></li>
</ul>
Mergers, acquisitions, and collaborations across one of the biggest industries like automotive, is no more a big thing for the companies. However, partnership of Hyundai with US EV startup Canoo, is certainly a massive news which has kept the world looking for more.

The South Korean auto maker, Hyundai Motor Group, reportedly announced collaboration with Canoo in an effort to build an electric vehicle platform for its upcoming car models. Apparently, the auto giant is anticipating the new platform, a scalable skateboard architecture, to ease and simplify the development process, eventually lowering down the prices of vehicles produced by its two flagship units.

It has been claimed that Canoo’s skateboard architecture houses batteries and electric drivetrain, which offers relatively more interior cabin space and cost effective EV offering.

As per reliable reports, this deal is estimated to be Hyundai’s latest in a series of moves which is aimed to increase investment in the next generation automobile technologies via various partnerships with distinguished overseas startups.

Speaking on the collaboration, Research and Development head at Hyundai Motor Group, Albert Biermann, reportedly cited that the company is looking forward for developing a cost effective Hyundai platform concept which is autonomous and extremely suitable for mass adoption. He further added that the authorities are convinced with the speed and efficiency in which Canoo has been developing their innovative EV architecture, making them a perfect fit as a company partner for future automobile.

Meanwhile, Ulrich Kranz, head of Canoo quoted that the joint venture with a global leader, Hyundai is an honor for the company, and it looks forward to exploring EV architecture concept possibilities along with Hyundai for their upcoming models.

Moreover, Hyundai, in January this year enunciated its plan of investing approximately more than USD 87 billion in the next five years to augment its presence in future mobility markets.

Source credit: <a href=""http://koreabizwire.com/hyundai-joins-hands-with-startup-canoo-on-electric-vehicles/153313?ckattempt=2"">http://koreabizwire.com/hyundai-joins-hands-with-startup-canoo-on-electric-vehicles/153313?ckattempt=2</a>",1970-01-01,https://www.theresearchprocess.com/?p=135,"General News",,SaloniWalimbe
136,"Hyundai ties up with Canoo for future EV platform development","<ul>
 	<li><strong>Automobile giant has announced partnership with US based electric vehicle startup Canoo to develop an EV platform for its upcoming car models.</strong></li>
 	<li><strong>This partnership is expected to increase auto giant’s investment in next gen vehicle technologies.</strong></li>
 	<li><strong>Hyundai to invest more than USD 87 billion for enhancing its presence in future mobility market.</strong></li>
</ul>
Mergers, acquisitions, and collaborations across one of the biggest industries like automotive, is no more a big thing for the companies. However, partnership of Hyundai with US EV startup Canoo, is certainly a massive news which has kept the world looking for more.

The South Korean auto maker, Hyundai Motor Group, reportedly announced collaboration with Canoo in an effort to build an electric vehicle platform for its upcoming car models. Apparently, the auto giant is anticipating the new platform, a scalable skateboard architecture, to ease and simplify the development process, eventually lowering down the prices of vehicles produced by its two flagship units.

It has been claimed that Canoo’s skateboard architecture houses batteries and electric drivetrain, which offers relatively more interior cabin space and cost effective EV offering.

As per reliable reports, this deal is estimated to be Hyundai’s latest in a series of moves which is aimed to increase investment in the next generation automobile technologies via various partnerships with distinguished overseas startups.

Speaking on the collaboration, Research and Development head at Hyundai Motor Group, Albert Biermann, reportedly cited that the company is looking forward for developing a cost effective Hyundai platform concept which is autonomous and extremely suitable for mass adoption. He further added that the authorities are convinced with the speed and efficiency in which Canoo has been developing their innovative EV architecture, making them a perfect fit as a company partner for future automobile.

Meanwhile, Ulrich Kranz, head of Canoo quoted that the joint venture with a global leader, Hyundai is an honor for the company, and it looks forward to exploring EV architecture concept possibilities along with Hyundai for their upcoming models.

Moreover, Hyundai, in January this year enunciated its plan of investing approximately more than USD 87 billion in the next five years to augment its presence in future mobility markets.

Source credit: <a href=""http://koreabizwire.com/hyundai-joins-hands-with-startup-canoo-on-electric-vehicles/153313?ckattempt=2"">http://koreabizwire.com/hyundai-joins-hands-with-startup-canoo-on-electric-vehicles/153313?ckattempt=2</a>",2020-02-13,https://www.theresearchprocess.com/2020/02/13/hyundai-ties-up-with-canoo-for-future-ev-platform-development/,"General News",https://www.theresearchprocess.com/wp-content/uploads/2020/02/doe-hyundai-unite-for-transportation-technology-support-assessment.jpg,SaloniWalimbe
